Disease,Drug_Family,Drug_Name,Drug_URL,Disease_URL
Diabetic Nerve Damage (Diabetic Peripheral Neuropathy),General/Unspecified,Sloan's Liniment,https://www.drugs.com/mtm/sloan-s-liniment.html,https://www.drugs.com/condition/diabetic-neuropathy.html
Diabetic Nerve Damage (Diabetic Peripheral Neuropathy),General/Unspecified,Capzasin Back and Body,https://www.drugs.com/mtm/capzasin-back-and-body.html,https://www.drugs.com/condition/diabetic-neuropathy.html
Diabetic Nerve Damage (Diabetic Peripheral Neuropathy),General/Unspecified,Castiva Warming,https://www.drugs.com/mtm/castiva-warming.html,https://www.drugs.com/condition/diabetic-neuropathy.html
Diabetic Retinopathy,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/eylea.html,https://www.drugs.com/condition/diabetic-retinopathy.html
Diabetic Retinopathy,General/Unspecified,ranibizumab,https://www.drugs.com/mtm/ranibizumab-ophthalmic.html,https://www.drugs.com/condition/diabetic-retinopathy.html
Diagnosis and Investigation,General/Unspecified,mannitol,https://www.drugs.com/mtm/mannitol-inhalation.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/mannitol-injection.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,tuberculin purified protein derivative,https://www.drugs.com/cons/tuberculin.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Thyrogen,https://www.drugs.com/mtm/thyrogen.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Tubersol,https://www.drugs.com/cons/tubersol.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Aplisol,https://www.drugs.com/cons/aplisol.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,indocyanine green,https://www.drugs.com/cons/indocyanine-green.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,iobenguane I 123,https://www.drugs.com/mtm/iobenguane-i-123.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,ioflupane I 123,https://www.drugs.com/mtm/ioflupane-i-123.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,gadopiclenol,https://www.drugs.com/mtm/gadopiclenol.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Metopirone,https://www.drugs.com/cons/metopirone.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,regadenoson,https://www.drugs.com/mtm/regadenoson.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,sodium iodide-i-131,https://www.drugs.com/cons/sodium-iodide-i-131.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,GlucaGen,https://www.drugs.com/mtm/glucagen-injection.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,metyrapone,https://www.drugs.com/cons/metyrapone.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,tetrofosmin,https://www.drugs.com/cons/technetium-tc-99m-tetrofosmin.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,gadobutrol,https://www.drugs.com/mtm/gadobutrol.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Vueway,https://www.drugs.com/mtm/vueway.html,https://www.drugs.com/condition/diagnostic.html
Diagnosis and Investigation,General/Unspecified,Arginine,https://www.drugs.com/cons/arginine.html,https://www.drugs.com/condition/diagnostic.html
Diagnostic Bronchograms,General/Unspecified,acetylcysteine,https://www.drugs.com/mtm/acetylcysteine.html,https://www.drugs.com/condition/diagnostic-bronchograms.html
Diagnostic Bronchograms,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/acetylcysteine-inhalation.html,https://www.drugs.com/condition/diagnostic-bronchograms.html
Diarrhea,General/Unspecified,Bismuth subsalicylate,https://www.drugs.com/mtm/bismuth-subsalicylate.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Alosetron,https://www.drugs.com/mtm/alosetron.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Eluxadoline,https://www.drugs.com/mtm/eluxadoline.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Rifaximin,https://www.drugs.com/mtm/rifaximin.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/anti-diarrheal-tablet.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Lomotil,https://www.drugs.com/mtm/lomotil.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Imodium,https://www.drugs.com/pro/imodium.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,atropine / diphenoxylate,https://www.drugs.com/mtm/atropine-and-diphenoxylate.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Anti-Diarrheal,https://www.drugs.com/pro/good-neighbor-anti-diarrheal.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Florastor,https://www.drugs.com/mtm/florastor.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Diamode,https://www.drugs.com/mtm/diamode.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Kaopectate,https://www.drugs.com/cons/kaopectate.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Up and Up Anti-Diarrheal Solution,https://www.drugs.com/pro/up-and-up-anti-diarrheal-solution.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,neomycin,https://www.drugs.com/mtm/neomycin.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,saccharomyces boulardii lyo,https://www.drugs.com/mtm/saccharomyces-boulardii-lyo.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Bismatrol,https://www.drugs.com/cons/bismatrol.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,opium,https://www.drugs.com/mtm/opium-preparation.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,octreotide,https://www.drugs.com/mtm/octreotide-oral-injection.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Bismatrol Maximum Strength,https://www.drugs.com/mtm/bismatrol-maximum-strength.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,crofelemer,https://www.drugs.com/mtm/crofelemer.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Florastor Kids,https://www.drugs.com/mtm/florastor-kids.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Barberry,https://www.drugs.com/mtm/barberry.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Comfrey,https://www.drugs.com/mtm/comfrey.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Lactobacillus acidophilus,https://www.drugs.com/mtm/lactobacillus-acidophilus.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea,General/Unspecified,Raspberry,https://www.drugs.com/mtm/raspberry.html,https://www.drugs.com/condition/diarrhea.html
Diarrhea-Predominant IBS (Irritable Bowel Syndrome with Diarrhea),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/xifaxan.html,https://www.drugs.com/condition/irritable-bowel-syndrome-with-diarrhea.html
Diarrhea-Predominant IBS (Irritable Bowel Syndrome with Diarrhea),General/Unspecified,alosetron,https://www.drugs.com/mtm/alosetron.html,https://www.drugs.com/condition/irritable-bowel-syndrome-with-diarrhea.html
Diarrhea-Predominant IBS (Irritable Bowel Syndrome with Diarrhea),General/Unspecified,rifaximin,https://www.drugs.com/mtm/rifaximin.html,https://www.drugs.com/condition/irritable-bowel-syndrome-with-diarrhea.html
Diarrhea-Predominant IBS (Irritable Bowel Syndrome with Diarrhea),General/Unspecified,eluxadoline,https://www.drugs.com/mtm/eluxadoline.html,https://www.drugs.com/condition/irritable-bowel-syndrome-with-diarrhea.html
Diarrhea-Predominant IBS (Irritable Bowel Syndrome with Diarrhea),General/Unspecified,immune globulin oral,https://www.drugs.com/cons/immune-globulin-bovine.html,https://www.drugs.com/condition/irritable-bowel-syndrome-with-diarrhea.html
"Diarrhea, Acute",General/Unspecified,Diamode,https://www.drugs.com/mtm/diamode.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Imodium,https://www.drugs.com/pro/imodium.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Bismuth subsalicylate,https://www.drugs.com/mtm/bismuth-subsalicylate.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Kaopectate,https://www.drugs.com/mtm/kaopectate.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Prescribing Information,https://www.drugs.com/pro/anti-diarrheal-tablet.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Anti-Diarrheal,https://www.drugs.com/pro/good-neighbor-anti-diarrheal.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Motofen,https://www.drugs.com/cons/motofen.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,atropine / difenoxin,https://www.drugs.com/cons/difenoxin-and-atropine.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Up and Up Anti-Diarrheal Solution,https://www.drugs.com/pro/up-and-up-anti-diarrheal-solution.html,https://www.drugs.com/condition/diarrhea-acute.html
"Diarrhea, Acute",General/Unspecified,Peptic Relief,https://www.drugs.com/mtm/peptic-relief.html,https://www.drugs.com/condition/diarrhea-acute.html
DID (Dissociative Identity Disorder),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/venlafaxine.html,https://www.drugs.com/condition/dissociative-identity-disorder.html
Dientamoeba fragilis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/metronidazole.html,https://www.drugs.com/condition/dientamoeba-fragilis.html
Dientamoeba fragilis,General/Unspecified,paromomycin,https://www.drugs.com/mtm/paromomycin.html,https://www.drugs.com/condition/dientamoeba-fragilis.html
Dientamoeba fragilis,General/Unspecified,Flagyl 375,https://www.drugs.com/pro/flagyl-375-capsules.html,https://www.drugs.com/condition/dientamoeba-fragilis.html
Dientamoeba fragilis,General/Unspecified,Flagyl IV,https://www.drugs.com/cons/flagyl-i-v.html,https://www.drugs.com/condition/dientamoeba-fragilis.html
Dietary Fiber Supplementation,General/Unspecified,psyllium,https://www.drugs.com/mtm/psyllium.html,https://www.drugs.com/condition/dietary-fiber-supplementation.html
Dietary Fiber Supplementation,General/Unspecified,Natural Fiber Therapy,https://www.drugs.com/mtm/natural-fiber-therapy.html,https://www.drugs.com/condition/dietary-fiber-supplementation.html
Dietary Fiber Supplementation,General/Unspecified,Hydrocil,https://www.drugs.com/mtm/hydrocil.html,https://www.drugs.com/condition/dietary-fiber-supplementation.html
Dietary Supplementation,General/Unspecified,multivitamin,https://www.drugs.com/mtm/multivitamins.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/levomefolate-calcium-acetylcysteine-and-mecobalamin-algal.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Vitamin C,https://www.drugs.com/mtm/vitamin-c.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,biotin,https://www.drugs.com/mtm/biotin.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,calcium / vitamin d,https://www.drugs.com/mtm/calcium-and-vitamin-d-combination.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,omega-3 polyunsaturated fatty acids,https://www.drugs.com/mtm/omega-3-polyunsaturated-fatty-acids.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Zinc,https://www.drugs.com/mtm/zinc.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Vitamin B6,https://www.drugs.com/mtm/vitamin-b6.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,calcium citrate,https://www.drugs.com/mtm/calcium-citrate.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Omega-3,https://www.drugs.com/mtm/omega-3.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,NAC,https://www.drugs.com/mtm/nac.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,acetylcysteine,https://www.drugs.com/mtm/acetylcysteine.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,zinc gluconate,https://www.drugs.com/mtm/zinc-gluconate.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,ascorbic acid,https://www.drugs.com/mtm/ascorbic-acid.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Lovaza,https://www.drugs.com/mtm/lovaza.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Vitamin C with Rose Hips,https://www.drugs.com/mtm/vitamin-c-with-rose-hips.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,chondroitin / glucosamine,https://www.drugs.com/mtm/chondroitin-and-glucosamine.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Ester-C,https://www.drugs.com/mtm/ester-c.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Nephrocaps,https://www.drugs.com/pro/nephrocaps.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,N-A-C Sustain,https://www.drugs.com/mtm/n-a-c-sustain.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Alpha-lipoic acid,https://www.drugs.com/mtm/alpha-lipoic-acid.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Arginine,https://www.drugs.com/cons/arginine.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,Panto-250,https://www.drugs.com/cons/panto-250.html,https://www.drugs.com/condition/dietary-supplement.html
Dietary Supplementation,General/Unspecified,CoQ-10 with Black Pepper Extract coenzyme Q-10,https://www.drugs.com/mtm/coq-10-with-black-pepper-extract-coenzyme-q-10.html,https://www.drugs.com/condition/dietary-supplement.html
Difficulty sleeping (Insomnia),General/Unspecified,Unisom,https://www.drugs.com/mtm/unisom.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,ZzzQuil,https://www.drugs.com/mtm/zzzquil.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/trazodone.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,flurazepam,https://www.drugs.com/mtm/flurazepam.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,estazolam,https://www.drugs.com/mtm/estazolam.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,doxepin,https://www.drugs.com/mtm/doxepin-capsules-oral-concentrate.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,Halcion,https://www.drugs.com/mtm/halcion.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,Ambien CR,https://www.drugs.com/cons/ambien-cr.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,quazepam,https://www.drugs.com/mtm/quazepam.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,5-HTP Mood and Stress,https://www.drugs.com/mtm/5-htp-mood-and-stress.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,Lavender,https://www.drugs.com/mtm/lavender.html,https://www.drugs.com/condition/insomnia.html
Difficulty sleeping (Insomnia),General/Unspecified,Valerian,https://www.drugs.com/mtm/valerian.html,https://www.drugs.com/condition/insomnia.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/isosorbide-mononitrate.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,isosorbide dinitrate,https://www.drugs.com/mtm/isosorbide-dinitrate.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,Dilatrate-SR,https://www.drugs.com/cons/dilatrate-sr.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,Isordil Titradose,https://www.drugs.com/mtm/isordil-titradose.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,Isochron,https://www.drugs.com/mtm/isochron.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse esophageal spasms (Esophageal Spasm),General/Unspecified,IsoDitrate,https://www.drugs.com/cons/isoditrate.html,https://www.drugs.com/condition/esophageal-spasm.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/prednisone.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,polatuzumab vedotin,https://www.drugs.com/mtm/polatuzumab-vedotin.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,tafasitamab,https://www.drugs.com/mtm/tafasitamab.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,axicabtagene ciloleucel,https://www.drugs.com/mtm/axicabtagene-ciloleucel.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,cyclophosphamide,https://www.drugs.com/mtm/cyclophosphamide-oral-and-injection.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,doxorubicin,https://www.drugs.com/mtm/doxorubicin.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,vincristine,https://www.drugs.com/mtm/vincristine.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,lisocabtagene maraleucel,https://www.drugs.com/mtm/lisocabtagene-maraleucel.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Diffuse Large B-Cell Lymphoma,General/Unspecified,hyaluronidase / rituximab,https://www.drugs.com/mtm/hyaluronidase-and-rituximab.html,https://www.drugs.com/condition/diffuse-large-b-cell-lymphoma.html
Digital Subtraction Angiography,General/Unspecified,iohexol,https://www.drugs.com/cons/iohexol-injection-intrathecal-intravenous.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque 140,https://www.drugs.com/cons/omnipaque-140.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque Flexipak,https://www.drugs.com/cons/omnipaque-flexipak.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque 180,https://www.drugs.com/cons/omnipaque-180.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque 240,https://www.drugs.com/cons/omnipaque-240.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque 300,https://www.drugs.com/cons/omnipaque-300.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digital Subtraction Angiography,General/Unspecified,Omnipaque 350,https://www.drugs.com/cons/omnipaque-350.html,https://www.drugs.com/condition/digital-subtraction-angiography.html
Digitalis Glycoside Toxicity,General/Unspecified,digoxin immune fab,https://www.drugs.com/mtm/digoxin-immune-fab.html,https://www.drugs.com/condition/digitalis-glycoside-toxicity.html
Digitalis Glycoside Toxicity,General/Unspecified,DigiFab,https://www.drugs.com/mtm/digifab.html,https://www.drugs.com/condition/digitalis-glycoside-toxicity.html
Digitalis Glycoside Toxicity,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/digifab.html,https://www.drugs.com/condition/digitalis-glycoside-toxicity.html
Diphtheria,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/penicillin-g-procaine.html,https://www.drugs.com/condition/diphtheria.html
Diphtheria,General/Unspecified,Pfizerpen,https://www.drugs.com/mtm/pfizerpen.html,https://www.drugs.com/condition/diphtheria.html
Diphtheria,General/Unspecified,penicillin g potassium,https://www.drugs.com/mtm/penicillin-g-potassium.html,https://www.drugs.com/condition/diphtheria.html
Diphtheria,General/Unspecified,penicillin g sodium,https://www.drugs.com/mtm/penicillin-g-sodium.html,https://www.drugs.com/condition/diphtheria.html
Diphtheria Prophylaxis,General/Unspecified,Prescribing Information,https://www.drugs.com/pro/boostrix.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,diphtheria toxoid/tetanus toxoid,https://www.drugs.com/mtm/tetanus-and-diphtheria-toxoids-vaccine-td.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,Decavac (Td),https://www.drugs.com/cons/decavac.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,Infanrix (DTaP),https://www.drugs.com/cons/infanrix.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,TDVAX,https://www.drugs.com/mtm/tdvax-td.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,Quadracel,https://www.drugs.com/cons/quadracel.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphtheria Prophylaxis,General/Unspecified,Vaxelis,https://www.drugs.com/mtm/vaxelis.html,https://www.drugs.com/condition/diphtheria-prophylaxis.html
Diphyllobothriasis (Fish Tapeworm Infection),General/Unspecified,praziquantel,https://www.drugs.com/mtm/praziquantel.html,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
Diphyllobothriasis (Fish Tapeworm Infection),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/praziquantel.html,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
Diphyllobothriasis (Fish Tapeworm Infection),General/Unspecified,Biltricide,https://www.drugs.com/mtm/biltricide.html,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
Diphyllobothriasis (Fish Tapeworm Infection),General/Unspecified,paromomycin,https://www.drugs.com/mtm/paromomycin.html,https://www.drugs.com/condition/diphyllobothrium-latum-fish-tapeworm.html
Dipylidium caninum (Dog Tapeworm Infection),General/Unspecified,praziquantel,https://www.drugs.com/mtm/praziquantel.html,https://www.drugs.com/condition/dipylidium-caninum-dog-tapeworm.html
Dipylidium caninum (Dog Tapeworm Infection),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/praziquantel.html,https://www.drugs.com/condition/dipylidium-caninum-dog-tapeworm.html
Dipylidium caninum (Dog Tapeworm Infection),General/Unspecified,Biltricide,https://www.drugs.com/mtm/biltricide.html,https://www.drugs.com/condition/dipylidium-caninum-dog-tapeworm.html
Dipylidium caninum (Dog Tapeworm Infection),General/Unspecified,paromomycin,https://www.drugs.com/mtm/paromomycin.html,https://www.drugs.com/condition/dipylidium-caninum-dog-tapeworm.html
Discoid Lupus Erythematosus (Lupus Erythematosus),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/benlysta.html,https://www.drugs.com/condition/lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,azathioprine,https://www.drugs.com/mtm/azathioprine.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,mycophenolate,https://www.drugs.com/mtm/mycophenolate-mofetil-oral-injection.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,cyclosporine,https://www.drugs.com/mtm/cyclosporine-oral-injection.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,leflunomide,https://www.drugs.com/mtm/leflunomide.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,belimumab,https://www.drugs.com/mtm/belimumab.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Prescribing Information,https://www.drugs.com/pro/hydroxychloroquine-tablets.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,mycophenolate mofetil,https://www.drugs.com/mtm/mycophenolate-mofetil-oral-injection.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Imuran,https://www.drugs.com/mtm/imuran.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Acthar,https://www.drugs.com/mtm/acthar-gel.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Azasan,https://www.drugs.com/mtm/azasan.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,cyclophosphamide,https://www.drugs.com/mtm/cyclophosphamide-oral-and-injection.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Dexamethasone Intensol,https://www.drugs.com/mtm/dexamethasone-intensol.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Clinacort,https://www.drugs.com/cons/clinacort.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,De-Sone LA,https://www.drugs.com/mtm/de-sone-la-injection.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Dxevo,https://www.drugs.com/pro/dxevo-tablets.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,HiDex,https://www.drugs.com/pro/hidex-6-day.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Kenalog-10,https://www.drugs.com/pro/kenalog-10.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Sovuna,https://www.drugs.com/pro/sovuna.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
Disseminated Lupus Erythematosus (Lupus),General/Unspecified,Gotu kola,https://www.drugs.com/mtm/gotu-kola.html,https://www.drugs.com/condition/systemic-lupus-erythematosus.html
